category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter
LC;3732;Calidris alpina;myrsnipe;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Lomtjønna, Stormyra, Andøy, No;180.0;Andøy;Nordland;2;69,273374;16,106676;POLYGON ((543659 7685238, 543645 7685280, 543644 7685322, 543661 7685353, 543699 7685344, 543796 7685178, 543794 7685152, 543771 7685128, 543737 7685152, 543699 7685153, 543664 7685195, 543659 7685238));species;possiblereproductive;Activity: AgitatedBehaviour. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
NT;3646;Pluvialis apricaria;heilo;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Stormyra nord, Stormyra, Andøy, No;2427.0;Andøy;Nordland;8;69,280777;16,102086;POLYGON ((543022 7684527, 542869 7684955, 542729 7686802, 542585 7687522, 543004 7687354, 543239 7687125, 543507 7686936, 543560 7686937, 544259 7687602, 544693 7686914, 544284 7686217, 544243 7686133, 544236 7686013, 544547 7685508, 544020 7685008, 543022 7684527));species;possiblereproductive;Activity: AgitatedBehaviour. Validationstatus: Approved Documented;in pair;Yes;No;No;No;No;No;Yes;No
NT;4426;Sturnus vulgaris;stær;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;30;69,307997;16,113486;POINT (543907 7689105);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No
LC;3487;Aythya fuligula;toppand;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
NT;3664;Haematopus ostralegus;tjeld;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Kleivvatnet nord, Kleivvatnet, Andøy, No;100.0;Andøy;Nordland;2;69,309228;16,096121;POINT (543220 7689230);species;possiblereproductive;Activity: AgitatedBehaviour. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;Yes;No
VU;4280;Riparia riparia;sandsvale;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Industriveien, Kleivvatnet, Andøy, No;25.0;Andøy;Nordland;40;69,309095;16,098511;POINT (543315 7689217);species;reproductive;Activity: VisitOccupiedNest. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;7;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3870;Buteo lagopus;fjellvåk;Fugler;;30.07.1981 00:00:00;ANDØYA;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;Yes;No;No;No;No;No;No;No
NT;3664;Haematopus ostralegus;tjeld;Fugler;;26.06.1984 00:00:00;ANDØYA;5000.0;Andøy;Nordland;3;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;No;No;No;No;No;No;Yes;No
NT;3664;Haematopus ostralegus;tjeld;Fugler;;30.05.1984 00:00:00;ANDØYA;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Unknown;No;No;No;No;No;No;Yes;No
NT;3664;Haematopus ostralegus;tjeld;Fugler;;11.06.1984 00:00:00;ANDØYA;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Unknown;No;No;No;No;No;No;Yes;No
NT;3664;Haematopus ostralegus;tjeld;Fugler;;30.05.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;;Behavior ikke gjenkjent unknownorunrecorded;Unknown;No;No;No;No;No;No;Yes;No
CR;3654;Vanellus vanellus;vipe;Fugler;;25.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;No;Yes;No;No;No;No;No;No
CR;3654;Vanellus vanellus;vipe;Fugler;;27.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;3;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;No;Yes;No;No;No;No;No;No
CR;3654;Vanellus vanellus;vipe;Fugler;;18.05.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Female;No;Yes;No;No;No;No;No;No
CR;3654;Vanellus vanellus;vipe;Fugler;;03.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Female;No;Yes;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;;21.06.1984 00:00:00;ANDØYA;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;No;Yes;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;;19.05.1984 00:00:00;ANDØYA;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Female;No;Yes;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;;19.05.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;;Behavior ikke gjenkjent unknownorunrecorded;Female;No;No;No;No;No;No;Yes;No
NT;3799;Tringa totanus;rødstilk;Fugler;;03.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;;Behavior ikke gjenkjent unknownorunrecorded;Female;No;No;No;No;No;No;Yes;No
NT;3799;Tringa totanus;rødstilk;Fugler;;27.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Male;No;No;No;No;No;No;Yes;No
VU;3813;Stercorarius parasiticus;tyvjo;Fugler;;09.08.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;;Behavior ikke gjenkjent unknownorunrecorded;Unknown;No;Yes;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;;09.08.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;;Behavior ikke gjenkjent unknownorunrecorded;Unknown;No;Yes;No;No;No;No;No;No
LC;3694;Larus marinus;svartbak;Fugler;;09.08.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;2;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;Yes;No;No;No;No;No;No;No
EN;3838;Sterna hirundo;makrellterne;Fugler;;21.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Unknown;No;Yes;No;No;No;No;No;No
LC;3840;Sterna paradisaea;rødnebbterne;Fugler;;22.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Unknown;No;No;No;No;No;No;No;No
LC;4332;Motacilla alba;linerle;Fugler;;18.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;6;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;No;No;No;No;No;No;No;No
LC;183926;Luscinia svecica;blåstrupe;Fugler;;26.06.1978 00:00:00;Andenes;5000.0;Andøy;Nordland;6;69,3;16,08333;POINT (542734 7688192);species;possiblereproductive;;Unknown;Yes;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;;01.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;;Behavior ikke gjenkjent unknownorunrecorded;Male;Yes;No;No;No;No;No;No;No
LC;4164;Corvus cornix;kråke;Fugler;;16.07.1967 00:00:00;HAUGNES;5000.0;Andøy;Nordland;3;69,28333;16,16667;POINT (546057 7686394);species;possiblereproductive;;Unknown;No;No;No;No;No;No;No;No
EN;4188;Calcarius lapponicus;lappspurv;Fugler;;26.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;6;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;Yes;Yes;No;No;No;No;No;No
CR;3671;Chroicocephalus ridibundus;hettemåke;Fugler;Stig  Rasmussen;28.03.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307178;16,095313;POINT (543192 7689001);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;28.03.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307178;16,095313;POINT (543192 7689001);species;feeding;Is på nesten hele vatnet, åpen råk med plass til de 4 svanene Activity: Forage. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
VU;3633;Charadrius dubius;dverglo;Fugler;Steve Baines;10.09.1984 00:00:00;Haugnes, Andøya flystasjon, Andøy, No;773.0;Andøy;Nordland;1;69,28563;16,17281;POINT (546294 7686655);species;;Observatør: Per Anker-Nilssen, fra LRSK-rapport 1987. 1. funn for Nordland..;;No;Yes;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;17.04.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307178;16,095313;POINT (543192 7689001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;Stig  Rasmussen;17.04.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;35;69,307178;16,095313;POINT (543192 7689001);species;stationary;Ca Activity: Resting. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
Unknown;4018;Streptopelia turtur;turteldue;Fugler;Steve Baines;22.09.1979 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;1;69,307997;16,113486;POINT (543907 7689105);species;;"Observatør: Johnny Loen
Kilde: Faunistisk rapport fra Nordland 1979-1983. Validationstatus: Approved Documented";;No;No;No;No;No;No;No;No
NT;4010;Streptopelia decaocto;tyrkerdue;Fugler;Renate Cadow;30.04.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Media;;No;No;No;No;No;No;Yes;No
LC;3694;Larus marinus;svartbak;Fugler;Stig  Rasmussen;13.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307178;16,095313;POINT (543192 7689001);species;;Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
LC;4547;Turdus iliacus;rødvingetrost;Fugler;Stig  Rasmussen;13.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307178;16,095313;POINT (543192 7689001);species;possiblereproductive;Activity: Display/Song. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Stig  Rasmussen;13.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307178;16,095313;POINT (543192 7689001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No
LC;4559;Turdus pilaris;gråtrost;Fugler;Stig  Rasmussen;13.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307178;16,095313;POINT (543192 7689001);species;;Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;13.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;30;69,307178;16,095313;POINT (543192 7689001);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Stig  Rasmussen;13.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307178;16,095313;POINT (543192 7689001);species;possiblereproductive;Delvis pardannelser Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Ole Lykke Henriksen;16.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Media;;No;Yes;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Ole Lykke Henriksen;16.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;Yes;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Ole Lykke Henriksen;16.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
LC;4066;Lagopus lagopus;lirype;Fugler;Ole Lykke Henriksen;16.05.2021 00:00:00;Stormyra, Andøy, No;300.0;Andøy;Nordland;4;69,273734;16,099849;POINT (543438 7685275);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Atle Ivar Olsen|Magnhild Johansen;01.06.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No
CR;3671;Chroicocephalus ridibundus;hettemåke;Fugler;Atle Ivar Olsen|Magnhild Johansen;01.06.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Atle Ivar Olsen|Magnhild Johansen;01.06.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Atle Ivar Olsen|Magnhild Johansen;01.06.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;12;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;4280;Riparia riparia;sandsvale;Fugler;Øystein Birkelund;10.07.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;15;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Jonas Langbråten|Ole Skimmeland|Steve Baines|Bjørn Olav Tveit;22.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Stationary. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Jonas Langbråten|Ole Skimmeland|Steve Baines|Bjørn Olav Tveit;22.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;156989;Calidris pugnax;brushane;Fugler;Jonas Langbråten|Ole Skimmeland|Steve Baines|Bjørn Olav Tveit;22.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;4183;Pica pica;skjære;Fugler;Jonas Langbråten|Ole Skimmeland|Steve Baines|Bjørn Olav Tveit;22.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;Jonas Langbråten|Ole Skimmeland|Steve Baines|Bjørn Olav Tveit;22.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;185920;Chloris chloris;grønnfink;Fugler;Jonas Langbråten|Ole Skimmeland|Steve Baines|Bjørn Olav Tveit;22.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;Jonas Langbråten|Ole Skimmeland|Steve Baines|Bjørn Olav Tveit;22.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4322;Anthus pratensis;heipiplerke;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;feeding;ca. Activity: Forage. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
EN;3705;Rissa tridactyla;krykkje;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
NT;4010;Streptopelia decaocto;tyrkerdue;Fugler;Tor Olsen;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No
LC;204585;Mareca penelope;brunnakke;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;25;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;156989;Calidris pugnax;brushane;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;39;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Media;;No;Yes;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;185920;Chloris chloris;grønnfink;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Call. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3694;Larus marinus;svartbak;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;moving;3-4 ind. Activity: FlyingBy. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;Terje Kolaas;19.11.2021 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;20;69,282608;16,151574;POINT (545462 7686302);species;;Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
VU;3674;Hydrocoloeus minutus;dvergmåke;Fugler;Eivind Smørvik;27.05.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
NT;3935;Phalacrocorax carbo;storskarv;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;101;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;Yes;No
LC;3559;Ardea cinerea;gråhegre;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
VU;3531;Somateria mollissima;ærfugl;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;10;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;Yes;No;No;No;No;No;No
VU;3531;Somateria mollissima;ærfugl;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;4;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;Yes;No;No;No;No;No;No
VU;3531;Somateria mollissima;ærfugl;Fugler;;16.06.2021 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;Yes;No;No;No;No;No;No
LC;3870;Buteo lagopus;fjellvåk;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;3887;Haliaeetus albicilla;havørn;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;2;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;3907;Falco peregrinus;vandrefalk;Fugler;;16.06.2021 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;Yes;No;No;No;No;No
LC;4070;Lagopus muta;fjellrype;Fugler;;14.06.2019 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
